Time [sec]	P [hPa]	T [°C]	Hu [%]	Ws [m/s]	Wd [°]	Alt [m]	Geopot [m]	Lon [°]   	Lat [°]   	Dew [°C]	Vi Te [°C]	RI    	MRI    	Rs [m/s]	Elevation [°]	Azimuth [°]	Range [m]	D [kg/m3]
0         	988.7  	2.7   	59    	0.0     	000   	26     	26        	-58.965700	-62.201600	-4.5    	3.2       	281.03	285.11 	0.0     	62.2         	180        	1        	0.074524 
2         	986.9  	2.4   	56    	0.9     	088   	41     	41        	-58.966220	-62.201604	-5.5    	2.8       	280.64	287.09 	7.5     	30.1         	268        	31       	0.070451 
4         	985.0  	2.1   	52    	1.7     	088   	56     	56        	-58.966739	-62.201608	-6.6    	2.5       	280.25	289.08 	7.5     	29.6         	269        	62       	0.066370 
6         	983.2  	1.8   	49    	2.6     	088   	71     	71        	-58.967259	-62.201612	-7.7    	2.2       	279.87	291.06 	7.5     	29.5         	269        	93       	0.062279 
8         	981.3  	1.6   	49    	3.4     	088   	86     	87        	-58.967779	-62.201616	-7.9    	1.9       	279.65	293.21 	7.5     	29.4         	269        	124      	0.062596 
10        	979.5  	1.3   	51    	4.3     	088   	101    	102       	-58.968299	-62.201620	-7.8    	1.6       	279.49	295.41 	7.5     	29.3         	269        	155      	0.064462 
12        	977.6  	1.0   	52    	5.2     	088   	117    	117       	-58.968818	-62.201625	-7.7    	1.3       	279.34	297.63 	7.5     	29.3         	269        	186      	0.066332 
14        	975.8  	0.7   	54    	6.0     	088   	132    	132       	-58.969338	-62.201629	-7.6    	1.1       	279.18	299.85 	7.5     	29.3         	269        	217      	0.068205 
16        	974.0  	0.4   	55    	6.9     	088   	147    	147       	-58.969776	-62.201637	-7.5    	0.8       	279.03	302.06 	7.5     	29.7         	269        	244      	0.070083 
18        	972.1  	0.1   	56    	7.7     	088   	162    	162       	-58.970179	-62.201647	-7.5    	0.5       	278.88	304.28 	7.5     	30.3         	269        	270      	0.071964 
20        	970.5  	-0.2  	58    	8.6     	088   	177    	177       	-58.970582	-62.201658	-7.4    	0.2       	278.77	306.54 	7.5     	30.8         	268        	296      	0.073829 
22        	968.8  	-0.5  	59    	9.5     	088   	191    	191       	-58.970985	-62.201668	-7.5    	-0.1      	278.64	308.58 	6.9     	31.0         	268        	321      	0.075023 
24        	967.1  	-0.7  	60    	10.3    	088   	203    	203       	-58.971388	-62.201679	-7.6    	-0.4      	278.50	310.36 	6.1     	30.9         	268        	345      	0.076219 
26        	965.7  	-1.0  	60    	11.2    	088   	215    	215       	-58.971792	-62.201689	-7.7    	-0.7      	278.42	312.19 	6.1     	30.9         	268        	370      	0.077418 
28        	964.2  	-1.3  	61    	12.0    	088   	227    	228       	-58.972195	-62.201699	-7.8    	-1.0      	278.34	314.04 	6.1     	30.8         	268        	394      	0.078620 
30        	962.7  	-1.6  	62    	12.9    	088   	240    	240       	-58.972598	-62.201710	-7.9    	-1.2      	278.26	315.88 	6.1     	30.8         	268        	418      	0.079824 
32        	961.2  	-1.9  	63    	12.7    	088   	252    	252       	-58.973001	-62.201720	-7.9    	-1.5      	278.18	317.71 	6.1     	30.8         	268        	443      	0.081030 
34        	959.7  	-2.2  	64    	12.6    	088   	264    	264       	-58.973404	-62.201730	-8.1    	-1.8      	278.09	319.54 	6.1     	30.7         	268        	467      	0.082095 
36        	958.3  	-2.5  	64    	12.4    	088   	276    	277       	-58.973807	-62.201741	-8.3    	-2.1      	277.99	321.36 	6.1     	30.7         	268        	491      	0.082700 
38        	956.8  	-2.6  	65    	12.2    	088   	289    	289       	-58.974211	-62.201751	-8.3    	-2.2      	277.67	322.97 	6.1     	30.7         	268        	516      	0.083246 
40        	955.3  	-2.6  	65    	12.0    	088   	301    	301       	-58.974614	-62.201761	-8.3    	-2.3      	277.37	324.58 	6.1     	30.7         	268        	540      	0.083792 
42        	953.8  	-2.7  	65    	11.9    	088   	313    	313       	-58.975017	-62.201772	-8.3    	-2.4      	277.06	326.18 	6.1     	30.6         	268        	564      	0.084338 
44        	952.4  	-2.8  	66    	11.7    	088   	325    	326       	-58.975420	-62.201782	-8.3    	-2.5      	276.77	327.81 	6.1     	30.6         	268        	588      	0.084886 
46        	951.0  	-2.9  	66    	11.5    	088   	337    	337       	-58.975805	-62.201791	-8.3    	-2.6      	276.49	329.37 	5.8     	30.6         	268        	612      	0.085436 
48        	949.7  	-3.0  	67    	11.3    	088   	348    	348       	-58.976163	-62.201796	-8.3    	-2.7      	276.22	330.79 	5.4     	30.6         	268        	633      	0.085986 
50        	948.4  	-3.1  	67    	11.2    	088   	358    	359       	-58.976521	-62.201802	-8.3    	-2.8      	275.96	332.23 	5.4     	30.6         	268        	655      	0.086541 
52        	947.1  	-3.2  	67    	11.0    	088   	369    	370       	-58.976879	-62.201808	-8.3    	-2.9      	275.71	333.68 	5.4     	30.6         	268        	676      	0.087098 
54        	945.8  	-3.3  	68    	10.8    	088   	380    	381       	-58.977237	-62.201814	-8.4    	-3.0      	275.46	335.12 	5.4     	30.5         	268        	698      	0.087654 
56        	944.5  	-3.4  	68    	10.6    	088   	391    	391       	-58.977595	-62.201820	-8.4    	-3.1      	275.21	336.58 	5.4     	30.5         	268        	719      	0.088211 
58        	943.2  	-3.5  	69    	10.5    	088   	402    	402       	-58.977953	-62.201826	-8.4    	-3.1      	274.94	338.00 	5.4     	30.5         	268        	741      	0.088761 
60        	941.9  	-3.5  	69    	10.3    	088   	413    	413       	-58.978310	-62.201832	-8.4    	-3.2      	274.65	339.41 	5.4     	30.5         	268        	762      	0.089307 
62        	940.6  	-3.6  	69    	10.2    	088   	423    	424       	-58.978668	-62.201838	-8.4    	-3.3      	274.36	340.82 	5.4     	30.5         	268        	784      	0.089795 
64        	939.3  	-3.7  	70    	10.0    	088   	434    	435       	-58.979026	-62.201843	-8.4    	-3.3      	274.07	342.22 	5.4     	30.5         	268        	806      	0.090154 
66        	938.0  	-3.7  	70    	9.9     	087   	445    	446       	-58.979384	-62.201849	-8.4    	-3.4      	273.78	343.62 	5.4     	30.5         	268        	827      	0.090513 
68        	936.7  	-3.8  	70    	9.8     	087   	456    	456       	-58.979742	-62.201855	-8.4    	-3.4      	273.48	345.03 	5.4     	30.5         	268        	849      	0.090872 
70        	935.5  	-3.9  	71    	9.7     	087   	467    	467       	-58.980100	-62.201861	-8.4    	-3.5      	273.19	346.43 	5.4     	30.5         	268        	870      	0.091232 
72        	934.2  	-3.9  	71    	9.6     	087   	477    	478       	-58.980458	-62.201867	-8.4    	-3.6      	272.92	347.86 	5.4     	30.4         	268        	892      	0.091599 
74        	932.9  	-4.0  	71    	9.5     	086   	488    	489       	-58.980816	-62.201873	-8.5    	-3.7      	272.66	349.29 	5.4     	30.4         	268        	913      	0.091969 
76        	931.6  	-4.1  	71    	9.4     	086   	499    	500       	-58.981162	-62.201881	-8.5    	-3.8      	272.39	350.74 	5.4     	30.5         	268        	934      	0.092298 
78        	930.3  	-4.2  	71    	9.3     	086   	510    	511       	-58.981436	-62.201905	-8.6    	-3.9      	272.13	352.17 	5.4     	30.6         	268        	952      	0.092599 
80        	929.1  	-4.3  	72    	9.2     	085   	521    	521       	-58.981709	-62.201929	-8.6    	-4.0      	271.86	353.60 	5.4     	30.7         	267        	970      	0.092900 
82        	927.8  	-4.4  	72    	9.0     	085   	531    	532       	-58.981983	-62.201953	-8.7    	-4.0      	271.60	355.03 	5.4     	30.8         	267        	988      	0.093202 
84        	926.5  	-4.5  	72    	8.9     	085   	542    	543       	-58.982257	-62.201977	-8.7    	-4.1      	271.33	356.46 	5.4     	30.9         	267        	1006     	0.093504 
86        	925.2  	-4.6  	72    	8.8     	084   	553    	554       	-58.982531	-62.202001	-8.8    	-4.2      	271.06	357.89 	5.4     	31.0         	267        	1024     	0.093801 
88        	924.0  	-4.6  	73    	8.7     	084   	564    	565       	-58.982804	-62.202025	-8.8    	-4.3      	270.77	359.30 	5.4     	31.1         	267        	1042     	0.094096 
90        	922.7  	-4.7  	73    	8.6     	084   	575    	576       	-58.983078	-62.202049	-8.8    	-4.4      	270.49	360.71 	5.4     	31.2         	267        	1060     	0.094429 
92        	921.4  	-4.8  	73    	8.4     	083   	586    	586       	-58.983352	-62.202073	-8.8    	-4.4      	270.20	362.13 	5.4     	31.3         	267        	1077     	0.094769 
94        	920.1  	-4.8  	73    	8.2     	083   	596    	597       	-58.983626	-62.202097	-8.9    	-4.5      	269.92	363.55 	5.4     	31.4         	267        	1095     	0.095110 
96        	918.9  	-4.9  	73    	8.0     	083   	607    	608       	-58.983899	-62.202121	-8.9    	-4.6      	269.64	364.97 	5.4     	31.5         	266        	1113     	0.095451 
98        	917.6  	-5.0  	74    	7.8     	082   	618    	619       	-58.984173	-62.202145	-8.9    	-4.6      	269.35	366.38 	5.4     	31.6         	266        	1131     	0.095792 
100       	916.4  	-5.1  	74    	7.6     	082   	629    	630       	-58.984447	-62.202169	-9.0    	-4.7      	269.10	367.82 	5.4     	31.7         	266        	1149     	0.096144 
102       	915.1  	-5.2  	74    	7.4     	082   	640    	641       	-58.984721	-62.202193	-9.0    	-4.8      	268.85	369.28 	5.4     	31.8         	266        	1167     	0.096496 
104       	913.8  	-5.3  	74    	7.2     	081   	651    	651       	-58.984994	-62.202217	-9.1    	-4.9      	268.60	370.73 	5.4     	31.8         	266        	1185     	0.096839 
106       	912.6  	-5.4  	75    	7.0     	081   	661    	662       	-58.985268	-62.202241	-9.1    	-5.0      	268.34	372.17 	5.4     	31.9         	266        	1203     	0.097180 
108       	911.3  	-5.5  	75    	6.8     	080   	672    	673       	-58.985455	-62.202272	-9.2    	-5.1      	268.09	373.64 	5.5     	32.1         	266        	1217     	0.097522 
110       	910.0  	-5.6  	75    	6.6     	080   	683    	684       	-58.985603	-62.202305	-9.3    	-5.2      	267.83	375.12 	5.6     	32.3         	266        	1230     	0.097864 
112       	908.7  	-5.7  	75    	6.3     	079   	695    	696       	-58.985752	-62.202339	-9.3    	-5.3      	267.57	376.62 	5.6     	32.6         	265        	1243     	0.098205 
114       	907.4  	-5.7  	76    	6.1     	078   	706    	707       	-58.985901	-62.202372	-9.3    	-5.4      	267.25	378.06 	5.6     	32.8         	265        	1255     	0.098528 
116       	906.1  	-5.8  	76    	5.9     	076   	717    	718       	-58.986049	-62.202406	-9.3    	-5.4      	266.94	379.49 	5.6     	33.0         	265        	1268     	0.098851 
118       	904.8  	-5.8  	76    	5.7     	075   	728    	729       	-58.986198	-62.202439	-9.3    	-5.5      	266.63	380.94 	5.6     	33.3         	265        	1281     	0.099301 
120       	903.5  	-5.9  	77    	5.5     	074   	739    	740       	-58.986346	-62.202473	-9.3    	-5.5      	266.32	382.37 	5.6     	33.5         	265        	1294     	0.099770 
122       	902.2  	-5.9  	77    	5.3     	072   	750    	751       	-58.986495	-62.202506	-9.3    	-5.6      	266.01	383.82 	5.6     	33.7         	265        	1307     	0.100238 
124       	901.0  	-6.0  	77    	5.2     	070   	762    	763       	-58.986643	-62.202539	-9.3    	-5.6      	265.70	385.26 	5.6     	33.9         	264        	1320     	0.100707 
126       	899.7  	-6.0  	78    	5.0     	069   	773    	774       	-58.986792	-62.202573	-9.3    	-5.7      	265.41	386.72 	5.6     	34.1         	264        	1333     	0.101179 
128       	898.4  	-6.1  	78    	4.8     	067   	784    	785       	-58.986941	-62.202606	-9.3    	-5.7      	265.12	388.17 	5.6     	34.3         	264        	1345     	0.101655 
130       	897.1  	-6.1  	78    	4.6     	065   	795    	796       	-58.987089	-62.202640	-9.3    	-5.8      	264.83	389.64 	5.6     	34.5         	264        	1358     	0.102130 
132       	895.8  	-6.2  	78    	4.4     	064   	806    	807       	-58.987238	-62.202673	-9.3    	-5.9      	264.53	391.10 	5.6     	34.7         	264        	1371     	0.102339 
134       	894.6  	-6.3  	78    	4.3     	063   	817    	818       	-58.987386	-62.202707	-9.4    	-5.9      	264.22	392.54 	5.6     	34.9         	264        	1384     	0.102454 
136       	893.3  	-6.3  	79    	4.1     	062   	829    	830       	-58.987535	-62.202740	-9.4    	-6.0      	263.92	394.00 	5.6     	35.1         	264        	1398     	0.102569 
138       	892.0  	-6.4  	79    	3.9     	060   	840    	841       	-58.987675	-62.202775	-9.5    	-6.1      	263.62	395.45 	5.6     	35.3         	263        	1410     	0.102684 
140       	890.7  	-6.5  	79    	3.8     	059   	851    	852       	-58.987757	-62.202817	-9.6    	-6.2      	263.33	396.97 	5.8     	35.5         	263        	1421     	0.102810 
142       	889.4  	-6.6  	79    	3.6     	057   	863    	864       	-58.987839	-62.202859	-9.7    	-6.3      	263.05	398.51 	5.8     	35.8         	263        	1431     	0.102940 
144       	888.0  	-6.7  	79    	3.4     	056   	874    	876       	-58.987921	-62.202902	-9.7    	-6.4      	262.78	400.06 	5.8     	36.1         	263        	1442     	0.103069 
146       	886.7  	-6.8  	79    	3.3     	054   	886    	887       	-58.988003	-62.202944	-9.8    	-6.5      	262.50	401.60 	5.8     	36.3         	263        	1453     	0.103304 
148       	885.4  	-6.9  	79    	3.1     	052   	898    	899       	-58.988086	-62.202986	-9.9    	-6.6      	262.23	403.14 	5.8     	36.6         	262        	1464     	0.103553 
150       	884.1  	-7.0  	79    	3.0     	050   	909    	910       	-58.988168	-62.203028	-10.0   	-6.7      	261.96	404.69 	5.8     	36.8         	262        	1475     	0.103802 
152       	882.8  	-7.1  	79    	3.0     	048   	921    	922       	-58.988250	-62.203070	-10.0   	-6.8      	261.68	406.23 	5.8     	37.1         	262        	1485     	0.104051 
154       	881.5  	-7.2  	80    	3.0     	047   	932    	934       	-58.988332	-62.203113	-10.1   	-6.9      	261.41	407.78 	5.8     	37.3         	262        	1496     	0.104300 
156       	880.2  	-7.3  	80    	3.1     	046   	944    	945       	-58.988414	-62.203155	-10.2   	-7.0      	261.13	409.31 	5.8     	37.5         	262        	1507     	0.104549 
158       	878.8  	-7.4  	80    	3.1     	045   	955    	957       	-58.988496	-62.203197	-10.3   	-7.1      	260.86	410.86 	5.8     	37.8         	261        	1518     	0.104818 
160       	877.5  	-7.5  	80    	3.2     	044   	967    	968       	-58.988578	-62.203239	-10.3   	-7.2      	260.59	412.41 	5.8     	38.0         	261        	1529     	0.105198 
162       	876.2  	-7.6  	80    	3.2     	043   	979    	980       	-58.988660	-62.203282	-10.4   	-7.3      	260.32	413.96 	5.8     	38.2         	261        	1540     	0.105579 
164       	874.9  	-7.7  	81    	3.3     	042   	990    	991       	-58.988742	-62.203324	-10.4   	-7.4      	260.06	415.50 	5.8     	38.4         	261        	1551     	0.105960 
166       	873.6  	-7.8  	81    	3.3     	041   	1002   	1003      	-58.988825	-62.203366	-10.5   	-7.5      	259.78	417.05 	5.8     	38.7         	261        	1562     	0.106337 
168       	872.4  	-7.9  	81    	3.4     	040   	1013   	1014      	-58.988921	-62.203407	-10.5   	-7.6      	259.49	418.55 	5.7     	38.9         	261        	1574     	0.106709 
170       	871.1  	-7.9  	82    	3.4     	039   	1024   	1026      	-58.989037	-62.203448	-10.5   	-7.6      	259.22	420.02 	5.5     	39.0         	260        	1586     	0.107080 
172       	869.9  	-8.0  	82    	3.4     	040   	1035   	1037      	-58.989154	-62.203488	-10.6   	-7.7      	258.94	421.48 	5.5     	39.2         	260        	1598     	0.107420 
174       	868.6  	-8.1  	82    	3.4     	040   	1046   	1048      	-58.989270	-62.203529	-10.6   	-7.8      	258.66	422.94 	5.5     	39.3         	260        	1611     	0.107719 
176       	867.4  	-8.2  	82    	3.4     	041   	1057   	1059      	-58.989386	-62.203569	-10.7   	-7.9      	258.38	424.39 	5.5     	39.5         	260        	1623     	0.108018 
178       	866.1  	-8.2  	82    	3.4     	042   	1069   	1070      	-58.989502	-62.203610	-10.7   	-7.9      	258.10	425.86 	5.5     	39.6         	260        	1635     	0.108317 
180       	864.9  	-8.3  	83    	3.5     	042   	1080   	1081      	-58.989618	-62.203650	-10.7   	-8.0      	257.81	427.31 	5.5     	39.8         	260        	1647     	0.108610 
182       	863.7  	-8.4  	83    	3.5     	043   	1091   	1092      	-58.989735	-62.203691	-10.7   	-8.0      	257.51	428.75 	5.5     	39.9         	259        	1660     	0.108900 
184       	862.4  	-8.4  	83    	3.5     	043   	1102   	1103      	-58.989851	-62.203731	-10.8   	-8.1      	257.21	430.19 	5.5     	40.1         	259        	1672     	0.109190 
186       	861.2  	-8.5  	83    	3.5     	044   	1113   	1114      	-58.989967	-62.203772	-10.8   	-8.2      	256.89	431.61 	5.5     	40.2         	259        	1684     	0.108937 
188       	860.0  	-8.5  	82    	3.5     	044   	1124   	1125      	-58.990083	-62.203812	-11.0   	-8.2      	256.56	433.03 	5.5     	40.3         	259        	1697     	0.108474 
190       	858.7  	-8.6  	82    	3.5     	045   	1135   	1137      	-58.990199	-62.203853	-11.1   	-8.3      	256.23	434.44 	5.5     	40.5         	259        	1709     	0.108011 
192       	857.5  	-8.6  	82    	3.6     	049   	1146   	1148      	-58.990316	-62.203893	-11.2   	-8.3      	255.90	435.85 	5.5     	40.6         	259        	1721     	0.107548 
194       	856.3  	-8.5  	81    	3.8     	053   	1157   	1159      	-58.990432	-62.203934	-11.1   	-8.2      	255.39	437.09 	5.5     	40.7         	259        	1734     	0.107011 
196       	855.1  	-8.3  	81    	4.0     	056   	1168   	1170      	-58.990548	-62.203974	-11.0   	-8.0      	254.87	438.31 	5.5     	40.9         	258        	1746     	0.106467 
198       	853.9  	-8.2  	81    	4.1     	060   	1179   	1181      	-58.990688	-62.204007	-10.9   	-7.9      	254.35	439.50 	5.5     	41.0         	258        	1759     	0.105923 
200       	852.7  	-8.0  	80    	4.3     	063   	1190   	1191      	-58.990881	-62.204023	-10.9   	-7.7      	253.83	440.63 	5.2     	41.0         	258        	1774     	0.105126 
202       	851.5  	-7.9  	79    	4.4     	066   	1200   	1202      	-58.991073	-62.204038	-10.8   	-7.6      	253.32	441.77 	5.2     	41.1         	258        	1789     	0.104330 
204       	850.4  	-7.7  	79    	4.6     	068   	1211   	1212      	-58.991266	-62.204054	-10.7   	-7.4      	252.81	442.91 	5.2     	41.1         	258        	1803     	0.103535 
206       	849.2  	-7.6  	78    	4.7     	071   	1221   	1223      	-58.991458	-62.204070	-10.7   	-7.3      	252.33	444.08 	5.2     	41.1         	258        	1818     	0.102754 
208       	848.1  	-7.7  	78    	4.8     	073   	1232   	1233      	-58.991651	-62.204086	-10.8   	-7.3      	252.01	445.40 	5.2     	41.2         	258        	1832     	0.102033 
210       	847.0  	-7.7  	77    	5.0     	075   	1242   	1244      	-58.991843	-62.204101	-11.0   	-7.4      	251.68	446.72 	5.2     	41.2         	258        	1847     	0.101311 
212       	845.8  	-7.7  	77    	5.1     	076   	1253   	1254      	-58.992035	-62.204117	-11.1   	-7.4      	251.35	448.04 	5.2     	41.2         	258        	1861     	0.100629 
214       	844.7  	-7.8  	76    	5.1     	076   	1263   	1265      	-58.992228	-62.204133	-11.2   	-7.5      	251.03	449.37 	5.2     	41.3         	258        	1876     	0.100052 
216       	843.5  	-7.8  	76    	5.1     	077   	1274   	1275      	-58.992420	-62.204148	-11.3   	-7.5      	250.71	450.70 	5.2     	41.3         	258        	1890     	0.099475 
218       	842.4  	-7.8  	75    	5.1     	078   	1284   	1286      	-58.992613	-62.204164	-11.4   	-7.5      	250.39	452.02 	5.2     	41.4         	258        	1905     	0.098897 
220       	841.3  	-7.9  	75    	5.1     	078   	1295   	1296      	-58.992805	-62.204180	-11.6   	-7.6      	250.08	453.37 	5.2     	41.4         	258        	1920     	0.098326 
222       	840.1  	-8.0  	74    	5.1     	079   	1305   	1307      	-58.992997	-62.204195	-11.7   	-7.7      	249.80	454.73 	5.2     	41.4         	258        	1934     	0.097762 
224       	839.0  	-8.1  	74    	5.1     	079   	1316   	1317      	-58.993190	-62.204211	-11.8   	-7.8      	249.51	456.09 	5.2     	41.5         	258        	1949     	0.097198 
226       	837.8  	-8.1  	74    	5.1     	080   	1326   	1328      	-58.993382	-62.204227	-12.0   	-7.8      	249.24	457.46 	5.2     	41.5         	258        	1963     	0.096812 
228       	836.7  	-8.2  	74    	5.1     	081   	1337   	1339      	-58.993566	-62.204245	-12.1   	-7.9      	248.97	458.86 	5.3     	41.5         	258        	1978     	0.096683 
230       	835.5  	-8.3  	73    	5.1     	081   	1348   	1349      	-58.993741	-62.204264	-12.2   	-8.0      	248.69	460.27 	5.4     	41.6         	258        	1992     	0.096554 
232       	834.4  	-8.4  	73    	5.1     	081   	1358   	1360      	-58.993917	-62.204284	-12.3   	-8.1      	248.42	461.69 	5.4     	41.6         	258        	2006     	0.096425 
234       	833.2  	-8.4  	73    	5.0     	080   	1369   	1371      	-58.994092	-62.204303	-12.3   	-8.2      	248.15	463.10 	5.4     	41.7         	258        	2020     	0.096298 
236       	832.1  	-8.5  	73    	4.9     	080   	1380   	1382      	-58.994268	-62.204323	-12.5   	-8.2      	247.89	464.53 	5.4     	41.7         	258        	2034     	0.096174 
238       	830.9  	-8.6  	73    	4.9     	080   	1391   	1392      	-58.994443	-62.204343	-12.6   	-8.3      	247.63	465.95 	5.4     	41.8         	258        	2048     	0.096049 
240       	829.8  	-8.7  	73    	4.8     	079   	1401   	1403      	-58.994619	-62.204362	-12.7   	-8.4      	247.37	467.39 	5.4     	41.8         	258        	2063     	0.095928 
242       	828.6  	-8.8  	73    	4.8     	079   	1412   	1414      	-58.994794	-62.204382	-12.8   	-8.5      	247.11	468.81 	5.4     	41.9         	258        	2077     	0.095816 
244       	827.5  	-8.9  	73    	4.7     	078   	1423   	1425      	-58.994970	-62.204402	-12.9   	-8.6      	246.85	470.24 	5.4     	41.9         	258        	2091     	0.095703 
246       	826.3  	-9.0  	72    	4.6     	078   	1434   	1435      	-58.995145	-62.204421	-13.0   	-8.7      	246.59	471.66 	5.4     	42.0         	258        	2105     	0.095590 
248       	825.2  	-9.0  	72    	4.6     	077   	1444   	1446      	-58.995321	-62.204441	-13.1   	-8.8      	246.31	473.08 	5.4     	42.0         	258        	2119     	0.095471 
250       	824.0  	-9.1  	72    	4.5     	077   	1455   	1457      	-58.995496	-62.204461	-13.1   	-8.8      	246.01	474.46 	5.4     	42.1         	258        	2133     	0.095345 
252       	822.9  	-9.1  	72    	4.5     	077   	1466   	1468      	-58.995672	-62.204480	-13.2   	-8.9      	245.72	475.86 	5.4     	42.1         	258        	2148     	0.095218 
254       	821.7  	-9.2  	72    	4.6     	076   	1477   	1478      	-58.995847	-62.204500	-13.3   	-8.9      	245.42	477.25 	5.4     	42.2         	258        	2162     	0.095100 
256       	820.6  	-9.2  	72    	4.6     	076   	1487   	1489      	-58.996023	-62.204520	-13.3   	-9.0      	245.13	478.65 	5.4     	42.2         	258        	2176     	0.094991 
258       	819.4  	-9.3  	72    	4.6     	076   	1498   	1500      	-58.996198	-62.204539	-13.4   	-9.0      	244.83	480.03 	5.4     	42.2         	258        	2190     	0.094882 
260       	818.3  	-9.3  	72    	4.7     	076   	1509   	1511      	-58.996353	-62.204554	-13.4   	-9.1      	244.52	481.48 	5.6     	42.3         	258        	2204     	0.094772 
262       	817.1  	-9.4  	72    	4.7     	075   	1521   	1522      	-58.996506	-62.204569	-13.5   	-9.1      	244.23	482.95 	5.6     	42.4         	258        	2217     	0.094668 
264       	815.9  	-9.5  	72    	4.7     	075   	1532   	1534      	-58.996659	-62.204583	-13.6   	-9.2      	243.94	484.42 	5.6     	42.5         	258        	2231     	0.094566 
266       	814.7  	-9.5  	71    	4.8     	075   	1543   	1545      	-58.996813	-62.204598	-13.7   	-9.3      	243.66	485.89 	5.6     	42.5         	258        	2244     	0.094464 
268       	813.5  	-9.6  	71    	4.8     	075   	1554   	1556      	-58.996966	-62.204613	-13.8   	-9.3      	243.37	487.36 	5.6     	42.6         	258        	2258     	0.094306 
270       	812.3  	-9.7  	71    	4.8     	074   	1565   	1567      	-58.997119	-62.204627	-13.9   	-9.4      	243.08	488.83 	5.6     	42.7         	258        	2272     	0.094137 
272       	811.2  	-9.7  	71    	4.7     	075   	1577   	1578      	-58.997272	-62.204642	-14.0   	-9.5      	242.79	490.30 	5.6     	42.7         	258        	2285     	0.093968 
274       	810.0  	-9.8  	71    	4.6     	076   	1588   	1590      	-58.997426	-62.204657	-14.1   	-9.6      	242.50	491.76 	5.6     	42.8         	258        	2299     	0.093799 
276       	808.8  	-9.9  	71    	4.5     	076   	1599   	1601      	-58.997579	-62.204671	-14.1   	-9.6      	242.19	493.22 	5.6     	42.9         	258        	2312     	0.093624 
278       	807.6  	-9.9  	71    	4.4     	077   	1610   	1612      	-58.997732	-62.204686	-14.2   	-9.7      	241.89	494.67 	5.6     	42.9         	258        	2326     	0.093449 
280       	806.5  	-10.0 	70    	4.3     	078   	1621   	1623      	-58.997885	-62.204700	-14.3   	-9.7      	241.58	496.13 	5.6     	43.0         	258        	2340     	0.093309 
282       	805.3  	-10.0 	71    	4.2     	078   	1633   	1634      	-58.998039	-62.204715	-13.9   	-9.8      	241.29	497.59 	5.6     	43.1         	258        	2353     	0.093439 
284       	804.1  	-10.1 	71    	4.1     	079   	1644   	1646      	-58.998192	-62.204730	-13.9   	-9.8      	241.00	499.06 	5.6     	43.1         	258        	2367     	0.093569 
286       	803.0  	-10.1 	71    	4.0     	080   	1655   	1657      	-58.998345	-62.204744	-14.0   	-9.9      	240.71	500.53 	5.6     	43.2         	258        	2380     	0.093699 
288       	801.8  	-10.2 	71    	3.9     	081   	1666   	1668      	-58.998498	-62.204759	-14.0   	-10.0     	240.43	502.00 	5.6     	43.3         	258        	2394     	0.093832 
290       	800.6  	-10.3 	71    	3.8     	082   	1678   	1680      	-58.998602	-62.204761	-14.1   	-10.0     	240.15	503.52 	5.7     	43.4         	258        	2406     	0.093972 
292       	799.4  	-10.3 	71    	3.6     	083   	1689   	1691      	-58.998683	-62.204756	-14.1   	-10.1     	239.88	505.05 	5.7     	43.5         	258        	2417     	0.094111 
294       	798.2  	-10.4 	71    	3.4     	084   	1701   	1703      	-58.998765	-62.204752	-14.2   	-10.2     	239.60	506.58 	5.7     	43.6         	258        	2427     	0.094331 
296       	797.0  	-10.5 	71    	3.3     	086   	1712   	1714      	-58.998846	-62.204748	-14.2   	-10.3     	239.34	508.12 	5.7     	43.8         	258        	2438     	0.094678 
298       	795.8  	-10.6 	72    	3.2     	088   	1723   	1726      	-58.998928	-62.204744	-14.3   	-10.4     	239.07	509.64 	5.7     	43.9         	259        	2449     	0.095025 
300       	794.7  	-10.6 	72    	3.0     	089   	1735   	1737      	-58.999009	-62.204740	-14.3   	-10.4     	238.80	511.18 	5.7     	44.0         	259        	2460     	0.095372 
302       	793.5  	-10.7 	72    	2.9     	092   	1746   	1748      	-58.999091	-62.204736	-14.4   	-10.5     	238.55	512.73 	5.7     	44.1         	259        	2471     	0.095723 
304       	792.3  	-10.8 	72    	2.7     	094   	1758   	1760      	-58.999172	-62.204732	-14.4   	-10.6     	238.30	514.29 	5.7     	44.3         	259        	2482     	0.096078 
306       	791.1  	-10.9 	73    	2.6     	096   	1769   	1771      	-58.999254	-62.204728	-14.5   	-10.7     	238.05	515.85 	5.7     	44.4         	259        	2493     	0.096433 
308       	789.9  	-11.0 	73    	2.4     	099   	1781   	1783      	-58.999335	-62.204724	-14.5   	-10.8     	237.81	517.41 	5.7     	44.5         	259        	2504     	0.096902 
310       	788.7  	-11.1 	73    	2.3     	102   	1792   	1794      	-58.999416	-62.204719	-14.6   	-10.9     	237.57	518.98 	5.7     	44.6         	259        	2515     	0.097427 
312       	787.5  	-11.2 	74    	2.2     	101   	1804   	1806      	-58.999498	-62.204715	-14.6   	-11.0     	237.33	520.53 	5.7     	44.8         	259        	2526     	0.097953 
314       	786.4  	-11.3 	74    	2.1     	100   	1815   	1817      	-58.999579	-62.204711	-14.6   	-11.1     	237.09	522.09 	5.7     	44.9         	259        	2537     	0.098478 
