Time [sec]	P [hPa]	T [°C]	Hu [%]	Ws [m/s]	Wd [°]	Alt [m]	Geopot [m]	Lon [°]   	Lat [°]   	Dew [°C]	Vi Te [°C]	RI    	MRI    	Rs [m/s]	Elevation [°]	Azimuth [°]	Range [m]	D [kg/m3]
1450      	476.8  	-31.4 	30    	15.9    	260   	5498   	5501      	-58.767732	-62.191098	-42.3   	-31.4     	154.99	1018.11	-16.3   	27.8         	084        	11731    	0.043621 
1452      	479.0  	-31.2 	29    	15.8    	260   	5465   	5468      	-58.767149	-62.191056	-42.3   	-31.1     	155.48	1013.50	-16.3   	27.5         	084        	11744    	0.042296 
1454      	481.2  	-30.9 	28    	15.8    	260   	5433   	5436      	-58.766566	-62.191014	-42.3   	-30.9     	155.97	1008.89	-16.3   	27.3         	084        	11756    	0.040975 
1456      	483.4  	-30.7 	28    	15.8    	260   	5400   	5403      	-58.765983	-62.190972	-42.4   	-30.7     	156.47	1004.27	-16.3   	27.1         	084        	11768    	0.039656 
1458      	485.7  	-30.4 	27    	15.7    	260   	5368   	5371      	-58.765400	-62.190930	-42.5   	-30.4     	156.97	999.67 	-16.3   	26.9         	084        	11781    	0.038341 
1460      	487.9  	-30.3 	26    	15.7    	261   	5335   	5338      	-58.764817	-62.190888	-42.6   	-30.2     	157.50	995.10 	-16.3   	26.7         	084        	11793    	0.037036 
1462      	490.1  	-30.1 	25    	15.6    	261   	5302   	5306      	-58.764234	-62.190846	-42.7   	-30.0     	158.04	990.51 	-16.3   	26.5         	084        	11806    	0.035732 
1464      	492.4  	-29.9 	24    	15.6    	261   	5270   	5273      	-58.763651	-62.190804	-42.9   	-29.9     	158.57	985.94 	-16.3   	26.3         	084        	11819    	0.034209 
1466      	494.6  	-29.7 	23    	15.5    	261   	5237   	5241      	-58.763068	-62.190762	-43.2   	-29.7     	159.09	981.36 	-16.3   	26.1         	084        	11832    	0.032615 
1468      	496.9  	-29.5 	22    	15.5    	261   	5205   	5208      	-58.762485	-62.190720	-43.4   	-29.5     	159.62	976.77 	-16.3   	25.9         	084        	11845    	0.031023 
1470      	499.2  	-29.3 	21    	15.4    	262   	5172   	5176      	-58.761902	-62.190678	-43.7   	-29.3     	160.15	972.20 	-16.3   	25.7         	084        	11859    	0.029434 
1472      	501.4  	-29.2 	20    	15.2    	262   	5140   	5143      	-58.761319	-62.190636	-44.0   	-29.1     	160.67	967.62 	-16.3   	25.5         	084        	11873    	0.027849 
1474      	503.6  	-29.0 	18    	15.0    	262   	5109   	5112      	-58.760834	-62.190606	-44.4   	-29.0     	161.22	963.30 	-15.5   	25.3         	084        	11882    	0.026271 
1476      	505.8  	-28.9 	17    	14.8    	262   	5078   	5081      	-58.760365	-62.190578	-44.8   	-28.9     	161.77	959.03 	-15.3   	25.1         	084        	11891    	0.024734 
1478      	508.0  	-28.8 	17    	14.6    	262   	5047   	5051      	-58.759895	-62.190550	-44.7   	-28.7     	162.36	954.80 	-15.3   	24.9         	084        	11901    	0.024571 
1480      	510.1  	-28.6 	17    	14.3    	262   	5017   	5020      	-58.759426	-62.190522	-44.6   	-28.6     	162.96	950.60 	-15.3   	24.7         	084        	11910    	0.024408 
1482      	512.3  	-28.5 	17    	14.1    	263   	4986   	4989      	-58.758957	-62.190494	-44.6   	-28.5     	163.56	946.38 	-15.3   	24.5         	084        	11920    	0.024246 
1484      	514.5  	-28.4 	17    	13.9    	263   	4955   	4959      	-58.758487	-62.190466	-44.5   	-28.3     	164.16	942.16 	-15.3   	24.4         	084        	11929    	0.024084 
1486      	516.8  	-28.2 	17    	13.7    	263   	4925   	4928      	-58.758018	-62.190438	-44.5   	-28.2     	164.76	937.94 	-15.3   	24.2         	084        	11939    	0.023922 
1488      	519.0  	-28.1 	17    	13.5    	263   	4894   	4897      	-58.757549	-62.190410	-44.4   	-28.1     	165.36	933.72 	-15.3   	24.0         	084        	11949    	0.023759 
1490      	521.2  	-27.9 	17    	13.3    	263   	4863   	4867      	-58.757079	-62.190382	-44.3   	-27.9     	165.97	929.51 	-15.3   	23.8         	084        	11959    	0.023631 
1492      	523.4  	-27.8 	17    	13.0    	263   	4833   	4836      	-58.756610	-62.190354	-44.2   	-27.8     	166.58	925.30 	-15.3   	23.6         	084        	11969    	0.023581 
1494      	525.7  	-27.7 	17    	12.7    	263   	4802   	4805      	-58.756141	-62.190326	-44.1   	-27.6     	167.19	921.09 	-15.3   	23.4         	084        	11980    	0.023530 
1496      	527.9  	-27.5 	17    	12.4    	263   	4771   	4775      	-58.755671	-62.190298	-44.0   	-27.5     	167.81	916.89 	-15.3   	23.3         	084        	11990    	0.023479 
1498      	530.2  	-27.4 	17    	12.1    	263   	4741   	4744      	-58.755202	-62.190270	-43.9   	-27.4     	168.42	912.68 	-15.3   	23.1         	084        	12001    	0.023428 
1500      	532.4  	-27.2 	16    	11.8    	263   	4710   	4713      	-58.754733	-62.190242	-43.8   	-27.2     	169.04	908.48 	-15.3   	22.9         	084        	12011    	0.023378 
1502      	534.7  	-27.1 	16    	11.6    	263   	4679   	4682      	-58.754263	-62.190214	-43.7   	-27.1     	169.65	904.27 	-15.3   	22.7         	084        	12022    	0.023327 
1504      	536.9  	-27.0 	16    	11.3    	263   	4649   	4653      	-58.753936	-62.190208	-43.6   	-27.0     	170.26	900.19 	-14.9   	22.6         	084        	12026    	0.023277 
1506      	539.2  	-26.8 	17    	11.0    	263   	4620   	4623      	-58.753635	-62.190207	-43.2   	-26.8     	170.91	896.17 	-14.9   	22.4         	084        	12029    	0.023968 
1508      	541.4  	-26.7 	18    	10.7    	263   	4590   	4593      	-58.753334	-62.190206	-42.7   	-26.7     	171.56	892.16 	-14.9   	22.2         	084        	12032    	0.024917 
1510      	543.6  	-26.6 	18    	10.4    	263   	4560   	4563      	-58.753034	-62.190205	-42.3   	-26.6     	172.21	888.15 	-14.9   	22.1         	084        	12035    	0.025865 
1512      	545.9  	-26.4 	19    	10.1    	263   	4530   	4534      	-58.752733	-62.190204	-41.9   	-26.4     	172.86	884.14 	-14.9   	21.9         	084        	12038    	0.026812 
1514      	548.1  	-26.3 	20    	9.8     	264   	4501   	4504      	-58.752433	-62.190203	-41.5   	-26.3     	173.54	880.15 	-14.9   	21.8         	084        	12042    	0.027762 
1516      	550.4  	-26.3 	20    	9.5     	265   	4471   	4474      	-58.752132	-62.190202	-41.1   	-26.3     	174.25	876.18 	-14.9   	21.6         	084        	12045    	0.028716 
1518      	552.7  	-26.2 	21    	9.2     	265   	4441   	4445      	-58.751831	-62.190201	-40.8   	-26.2     	174.97	872.24 	-14.9   	21.4         	084        	12049    	0.029670 
1520      	554.9  	-26.2 	23    	8.9     	266   	4412   	4415      	-58.751531	-62.190200	-39.8   	-26.2     	175.79	868.39 	-14.9   	21.3         	084        	12052    	0.032920 
1522      	557.2  	-26.1 	27    	8.7     	267   	4382   	4385      	-58.751230	-62.190199	-38.6   	-26.1     	176.66	864.61 	-14.9   	21.1         	084        	12056    	0.037462 
1524      	559.5  	-26.1 	30    	8.4     	268   	4352   	4355      	-58.750930	-62.190198	-37.5   	-26.0     	177.54	860.82 	-14.9   	21.0         	084        	12060    	0.042003 
1526      	561.8  	-26.0 	33    	8.1     	269   	4322   	4326      	-58.750629	-62.190197	-36.6   	-26.0     	178.42	857.04 	-14.9   	20.8         	084        	12064    	0.046541 
1528      	564.1  	-25.9 	36    	7.8     	270   	4293   	4296      	-58.750328	-62.190196	-35.6   	-25.9     	179.29	853.24 	-14.9   	20.7         	084        	12068    	0.051073 
1530      	566.4  	-25.8 	39    	7.5     	271   	4263   	4266      	-58.750028	-62.190195	-34.7   	-25.8     	180.13	849.41 	-14.9   	20.5         	084        	12072    	0.055593 
1532      	568.8  	-25.7 	43    	7.4     	272   	4233   	4237      	-58.749727	-62.190194	-33.9   	-25.7     	180.97	845.58 	-14.9   	20.3         	084        	12076    	0.060109 
1534      	571.1  	-25.6 	45    	7.2     	273   	4204   	4207      	-58.749427	-62.190193	-33.3   	-25.5     	181.76	841.71 	-14.9   	20.2         	084        	12080    	0.063370 
1536      	573.4  	-25.5 	47    	7.0     	273   	4174   	4177      	-58.749203	-62.190204	-32.8   	-25.4     	182.52	837.86 	-14.7   	20.0         	084        	12081    	0.066155 
1538      	575.8  	-25.4 	49    	6.9     	274   	4145   	4148      	-58.749005	-62.190219	-32.3   	-25.3     	183.29	834.02 	-14.6   	19.9         	084        	12080    	0.068937 
1540      	578.1  	-25.2 	51    	6.7     	275   	4116   	4119      	-58.748807	-62.190235	-31.8   	-25.2     	184.05	830.18 	-14.6   	19.7         	084        	12080    	0.071717 
1542      	580.4  	-25.1 	53    	6.5     	276   	4086   	4090      	-58.748609	-62.190250	-31.3   	-25.1     	184.81	826.34 	-14.6   	19.6         	084        	12079    	0.074491 
1544      	582.8  	-25.0 	55    	6.4     	277   	4057   	4060      	-58.748411	-62.190266	-30.8   	-24.9     	185.55	822.48 	-14.6   	19.4         	084        	12079    	0.077253 
1546      	585.1  	-24.8 	57    	6.2     	278   	4028   	4031      	-58.748213	-62.190281	-30.3   	-24.7     	186.29	818.62 	-14.6   	19.3         	084        	12079    	0.080012 
1548      	587.5  	-24.7 	58    	6.1     	279   	3998   	4002      	-58.748016	-62.190296	-30.0   	-24.6     	186.95	814.68 	-14.6   	19.2         	084        	12078    	0.081021 
1550      	589.9  	-24.5 	58    	5.9     	281   	3969   	3972      	-58.747818	-62.190312	-29.8   	-24.4     	187.60	810.73 	-14.6   	19.0         	084        	12078    	0.081587 
1552      	592.2  	-24.3 	59    	5.7     	281   	3940   	3943      	-58.747620	-62.190327	-29.6   	-24.3     	188.25	806.78 	-14.6   	18.9         	084        	12078    	0.082153 
1554      	594.6  	-24.2 	59    	5.6     	280   	3910   	3914      	-58.747422	-62.190342	-29.4   	-24.1     	188.90	802.83 	-14.6   	18.7         	084        	12078    	0.082718 
1556      	597.0  	-24.0 	60    	5.4     	280   	3881   	3884      	-58.747224	-62.190358	-29.1   	-24.0     	189.55	798.88 	-14.6   	18.6         	084        	12078    	0.083279 
1558      	599.4  	-23.8 	60    	5.2     	280   	3852   	3855      	-58.747026	-62.190373	-28.9   	-23.8     	190.18	794.92 	-14.6   	18.4         	084        	12079    	0.083834 
1560      	601.9  	-23.7 	60    	5.0     	280   	3823   	3826      	-58.746828	-62.190388	-28.7   	-23.6     	190.82	790.95 	-14.6   	18.3         	084        	12079    	0.084371 
1562      	604.2  	-23.5 	60    	4.9     	280   	3793   	3796      	-58.746630	-62.190404	-28.5   	-23.4     	191.43	786.96 	-14.6   	18.1         	084        	12079    	0.084414 
1564      	606.6  	-23.3 	61    	4.7     	279   	3764   	3767      	-58.746462	-62.190417	-28.3   	-23.2     	192.03	783.01 	-14.5   	18.0         	084        	12078    	0.084457 
1566      	609.0  	-23.1 	61    	4.5     	279   	3736   	3739      	-58.746381	-62.190425	-28.1   	-23.1     	192.64	779.21 	-14.1   	17.8         	084        	12073    	0.084500 
1568      	611.4  	-23.0 	61    	4.3     	279   	3708   	3711      	-58.746300	-62.190432	-27.9   	-22.9     	193.23	775.37 	-14.1   	17.7         	084        	12069    	0.084542 
1570      	613.7  	-22.7 	61    	4.2     	279   	3680   	3683      	-58.746219	-62.190440	-27.7   	-22.7     	193.80	771.51 	-14.1   	17.6         	084        	12064    	0.084572 
1572      	616.1  	-22.5 	61    	3.9     	279   	3652   	3655      	-58.746138	-62.190448	-27.5   	-22.4     	194.35	767.65 	-14.1   	17.4         	084        	12059    	0.084594 
1574      	618.5  	-22.3 	61    	3.7     	279   	3623   	3627      	-58.746057	-62.190455	-27.3   	-22.2     	194.89	763.76 	-14.1   	17.3         	084        	12055    	0.084393 
1576      	620.8  	-22.0 	60    	3.4     	279   	3595   	3598      	-58.745976	-62.190463	-27.1   	-21.9     	195.41	759.85 	-14.1   	17.2         	084        	12050    	0.083703 
1578      	623.2  	-21.8 	60    	3.2     	279   	3567   	3570      	-58.745895	-62.190471	-26.9   	-21.7     	195.93	755.96 	-14.1   	17.0         	084        	12046    	0.083014 
1580      	625.6  	-21.5 	59    	3.0     	279   	3539   	3542      	-58.745814	-62.190478	-26.8   	-21.5     	196.45	752.06 	-14.1   	16.9         	084        	12042    	0.082327 
1582      	628.0  	-21.3 	59    	2.7     	280   	3511   	3514      	-58.745733	-62.190486	-26.6   	-21.2     	196.98	748.16 	-14.1   	16.8         	084        	12037    	0.081641 
1584      	630.4  	-21.1 	59    	2.5     	280   	3483   	3486      	-58.745652	-62.190494	-26.5   	-21.0     	197.49	744.26 	-14.1   	16.6         	084        	12033    	0.080953 
1586      	632.8  	-20.8 	58    	2.2     	280   	3454   	3458      	-58.745571	-62.190501	-26.3   	-20.7     	198.01	740.35 	-14.1   	16.5         	084        	12029    	0.080266 
1588      	635.2  	-20.6 	58    	2.0     	281   	3426   	3429      	-58.745490	-62.190509	-26.1   	-20.5     	198.53	736.46 	-14.1   	16.4         	084        	12025    	0.079564 
1590      	637.7  	-20.3 	57    	1.8     	281   	3398   	3401      	-58.745409	-62.190517	-26.0   	-20.2     	199.05	732.55 	-14.1   	16.2         	084        	12021    	0.078852 
1592      	640.1  	-20.1 	57    	1.8     	284   	3370   	3373      	-58.745328	-62.190524	-25.8   	-20.0     	199.57	728.64 	-14.1   	16.1         	084        	12017    	0.078140 
1594      	642.5  	-19.8 	56    	1.8     	286   	3342   	3345      	-58.745246	-62.190532	-25.7   	-19.7     	200.08	724.75 	-14.1   	16.0         	084        	12013    	0.077430 
1596      	644.9  	-19.6 	56    	1.9     	288   	3314   	3317      	-58.745165	-62.190554	-25.5   	-19.5     	200.60	720.92 	-13.8   	15.8         	084        	12009    	0.076722 
1598      	647.4  	-19.4 	55    	1.9     	290   	3287   	3290      	-58.745083	-62.190578	-25.4   	-19.3     	201.14	717.12 	-13.8   	15.7         	084        	12005    	0.076026 
1600      	649.8  	-19.1 	55    	1.9     	292   	3259   	3262      	-58.745001	-62.190602	-25.3   	-19.1     	201.68	713.32 	-13.8   	15.6         	084        	12002    	0.075332 
1602      	652.2  	-18.9 	55    	2.0     	295   	3231   	3234      	-58.744919	-62.190626	-25.1   	-18.8     	202.26	709.56 	-13.8   	15.4         	084        	11998    	0.075502 
1604      	654.6  	-18.7 	55    	2.0     	296   	3204   	3207      	-58.744837	-62.190651	-24.8   	-18.6     	202.85	705.82 	-13.8   	15.3         	084        	11995    	0.075846 
1606      	657.0  	-18.5 	56    	2.0     	298   	3176   	3179      	-58.744755	-62.190675	-24.5   	-18.4     	203.44	702.06 	-13.8   	15.2         	084        	11991    	0.076191 
1608      	659.5  	-18.3 	56    	2.1     	300   	3148   	3151      	-58.744672	-62.190699	-24.3   	-18.2     	204.03	698.31 	-13.8   	15.0         	084        	11988    	0.076534 
1610      	661.9  	-18.1 	56    	2.1     	302   	3121   	3124      	-58.744590	-62.190723	-24.0   	-18.0     	204.62	694.57 	-13.8   	14.9         	084        	11984    	0.076877 
1612      	664.4  	-17.9 	57    	2.2     	302   	3093   	3096      	-58.744508	-62.190747	-23.8   	-17.8     	205.26	690.86 	-13.8   	14.8         	084        	11981    	0.077236 
1614      	666.9  	-17.8 	57    	2.3     	302   	3065   	3068      	-58.744426	-62.190772	-23.6   	-17.7     	205.90	687.17 	-13.8   	14.7         	084        	11978    	0.077596 
1616      	669.3  	-17.6 	57    	2.3     	302   	3038   	3041      	-58.744344	-62.190796	-23.4   	-17.5     	206.56	683.49 	-13.8   	14.5         	084        	11975    	0.078278 
1618      	671.8  	-17.5 	58    	2.4     	302   	3010   	3013      	-58.744262	-62.190820	-23.1   	-17.4     	207.22	679.81 	-13.8   	14.4         	084        	11971    	0.079061 
1620      	674.3  	-17.3 	59    	2.4     	302   	2983   	2985      	-58.744180	-62.190844	-22.9   	-17.2     	207.88	676.14 	-13.8   	14.3         	084        	11968    	0.079842 
1622      	676.8  	-17.2 	59    	2.5     	301   	2955   	2958      	-58.744098	-62.190868	-22.6   	-17.1     	208.55	672.45 	-13.8   	14.1         	084        	11965    	0.080622 
1624      	679.3  	-17.0 	60    	2.6     	301   	2927   	2930      	-58.744016	-62.190893	-22.4   	-16.9     	209.20	668.77 	-13.8   	14.0         	084        	11963    	0.081397 
1626      	681.8  	-16.8 	60    	2.6     	301   	2900   	2902      	-58.743935	-62.190917	-22.1   	-16.7     	209.82	665.06 	-13.8   	13.9         	084        	11960    	0.082157 
1628      	684.3  	-16.6 	61    	2.7     	301   	2873   	2875      	-58.743870	-62.190942	-21.8   	-16.5     	210.43	661.41 	-13.6   	13.7         	084        	11956    	0.082915 
1630      	686.7  	-16.4 	61    	2.7     	301   	2845   	2848      	-58.743806	-62.190967	-21.5   	-16.3     	211.01	657.74 	-13.6   	13.6         	084        	11953    	0.083149 
1632      	689.2  	-16.2 	61    	2.7     	302   	2818   	2821      	-58.743742	-62.190992	-21.3   	-16.0     	211.59	654.06 	-13.6   	13.5         	084        	11949    	0.083257 
1634      	691.7  	-16.0 	62    	2.6     	302   	2791   	2794      	-58.743678	-62.191017	-21.1   	-15.8     	212.17	650.38 	-13.6   	13.3         	084        	11946    	0.083364 
1636      	694.2  	-15.7 	62    	2.5     	302   	2764   	2767      	-58.743614	-62.191042	-20.8   	-15.6     	212.76	646.70 	-13.6   	13.2         	084        	11942    	0.083471 
1638      	696.7  	-15.5 	62    	2.5     	303   	2737   	2740      	-58.743549	-62.191066	-20.6   	-15.4     	213.35	643.04 	-13.6   	13.1         	084        	11939    	0.083581 
1640      	699.2  	-15.3 	62    	2.4     	303   	2710   	2713      	-58.743485	-62.191091	-20.4   	-15.2     	213.95	639.39 	-13.6   	12.9         	084        	11936    	0.083694 
1642      	701.7  	-15.2 	62    	2.3     	304   	2683   	2685      	-58.743421	-62.191116	-20.2   	-15.0     	214.55	635.73 	-13.6   	12.8         	084        	11933    	0.083807 
1644      	704.3  	-15.0 	62    	2.3     	304   	2656   	2658      	-58.743357	-62.191141	-20.0   	-14.8     	215.16	632.09 	-13.6   	12.7         	084        	11930    	0.084180 
1646      	706.8  	-14.8 	63    	2.2     	305   	2629   	2631      	-58.743292	-62.191166	-19.7   	-14.6     	215.78	628.45 	-13.6   	12.6         	084        	11927    	0.084576 
1648      	709.3  	-14.6 	63    	2.1     	305   	2601   	2604      	-58.743228	-62.191191	-19.5   	-14.4     	216.40	624.80 	-13.6   	12.4         	084        	11924    	0.084971 
1650      	711.9  	-14.4 	63    	2.1     	306   	2574   	2577      	-58.743164	-62.191216	-19.3   	-14.2     	217.02	621.17 	-13.6   	12.3         	084        	11921    	0.085365 
1652      	714.4  	-14.2 	64    	2.1     	308   	2547   	2550      	-58.743100	-62.191241	-19.0   	-14.0     	217.65	617.54 	-13.6   	12.2         	084        	11918    	0.085763 
1654      	717.0  	-14.0 	64    	2.0     	310   	2520   	2523      	-58.743035	-62.191266	-18.8   	-13.9     	218.28	613.92 	-13.6   	12.0         	084        	11915    	0.086163 
1656      	719.6  	-13.9 	64    	2.1     	311   	2493   	2496      	-58.742971	-62.191291	-18.6   	-13.7     	218.92	610.31 	-13.6   	11.9         	084        	11913    	0.086562 
1658      	722.1  	-13.7 	65    	2.0     	313   	2466   	2468      	-58.742907	-62.191316	-18.4   	-13.5     	219.53	606.66 	-13.6   	11.8         	084        	11910    	0.086669 
1660      	724.6  	-13.5 	65    	2.0     	315   	2440   	2442      	-58.742873	-62.191330	-18.2   	-13.3     	220.14	603.16 	-13.1   	11.6         	084        	11906    	0.086746 
1662      	727.1  	-13.3 	65    	2.0     	317   	2414   	2416      	-58.742844	-62.191343	-18.0   	-13.2     	220.75	599.68 	-13.0   	11.5         	084        	11902    	0.086823 
1664      	729.6  	-13.2 	65    	2.0     	319   	2388   	2390      	-58.742815	-62.191356	-17.8   	-13.0     	221.35	596.19 	-13.0   	11.4         	084        	11899    	0.086901 
1666      	732.1  	-13.0 	65    	2.0     	321   	2362   	2364      	-58.742785	-62.191369	-17.6   	-12.8     	221.95	592.70 	-13.0   	11.3         	084        	11895    	0.086977 
1668      	734.6  	-12.8 	65    	2.0     	323   	2336   	2338      	-58.742756	-62.191382	-17.5   	-12.6     	222.55	589.22 	-13.0   	11.1         	084        	11891    	0.087054 
1670      	737.1  	-12.6 	65    	2.0     	325   	2309   	2312      	-58.742727	-62.191395	-17.3   	-12.5     	223.15	585.73 	-13.0   	11.0         	085        	11887    	0.087203 
1672      	739.7  	-12.5 	66    	1.9     	324   	2283   	2286      	-58.742698	-62.191408	-17.0   	-12.3     	223.78	582.27 	-13.0   	10.9         	085        	11884    	0.087722 
1674      	742.2  	-12.3 	66    	1.7     	323   	2257   	2260      	-58.742668	-62.191421	-16.8   	-12.1     	224.40	578.81 	-13.0   	10.8         	085        	11880    	0.088241 
1676      	744.7  	-12.1 	66    	1.6     	321   	2231   	2234      	-58.742639	-62.191434	-16.5   	-11.9     	225.02	575.34 	-13.0   	10.7         	085        	11876    	0.088759 
1678      	747.3  	-11.9 	67    	1.5     	320   	2205   	2208      	-58.742610	-62.191447	-16.3   	-11.7     	225.65	571.88 	-13.0   	10.5         	085        	11873    	0.089276 
1680      	749.8  	-11.8 	67    	1.4     	318   	2179   	2182      	-58.742580	-62.191460	-16.1   	-11.6     	226.31	568.44 	-13.0   	10.4         	085        	11870    	0.089806 
1682      	752.4  	-11.7 	68    	1.2     	316   	2153   	2156      	-58.742551	-62.191473	-16.0   	-11.5     	227.04	565.09 	-13.0   	10.3         	085        	11866    	0.090362 
1684      	754.9  	-11.7 	68    	1.1     	313   	2127   	2130      	-58.742522	-62.191486	-15.8   	-11.5     	227.78	561.75 	-13.0   	10.2         	085        	11863    	0.091046 
1686      	757.5  	-11.6 	69    	1.0     	309   	2101   	2104      	-58.742492	-62.191499	-15.6   	-11.4     	228.54	558.41 	-13.0   	10.0         	085        	11860    	0.092260 
1688      	760.1  	-11.5 	70    	0.9     	304   	2075   	2077      	-58.742463	-62.191512	-15.4   	-11.3     	229.30	555.09 	-13.0   	9.9          	085        	11856    	0.093474 
1690      	762.7  	-11.5 	71    	0.7     	298   	2049   	2051      	-58.742434	-62.191525	-15.2   	-11.3     	230.06	551.77 	-13.0   	9.8          	085        	11853    	0.094688 
1692      	765.3  	-11.4 	72    	0.7     	301   	2023   	2026      	-58.742438	-62.191531	-15.0   	-11.2     	230.82	548.49 	-12.8   	9.7          	085        	11849    	0.095901 
1694      	767.8  	-11.4 	73    	0.7     	306   	1998   	2000      	-58.742482	-62.191529	-14.8   	-11.2     	231.57	545.27 	-12.6   	9.5          	085        	11842    	0.097115 
1696      	770.3  	-11.3 	74    	0.7     	314   	1973   	1975      	-58.742526	-62.191528	-14.7   	-11.1     	232.33	542.08 	-12.6   	9.4          	085        	11836    	0.098334 
1698      	772.9  	-11.3 	75    	0.7     	328   	1948   	1950      	-58.742571	-62.191526	-14.5   	-11.1     	233.09	538.87 	-12.6   	9.3          	085        	11829    	0.099368 
1700      	775.4  	-11.2 	75    	0.7     	358   	1922   	1925      	-58.742615	-62.191524	-14.4   	-11.0     	233.82	535.64 	-12.6   	9.2          	085        	11823    	0.099696 
1702      	778.0  	-11.2 	75    	0.7     	039   	1897   	1899      	-58.742659	-62.191522	-14.3   	-11.0     	234.56	532.40 	-12.6   	9.1          	085        	11817    	0.100024 
1704      	780.5  	-11.2 	75    	0.7     	064   	1872   	1874      	-58.742703	-62.191521	-14.3   	-10.9     	235.29	529.18 	-12.6   	8.9          	085        	11810    	0.100352 
1706      	783.1  	-11.1 	76    	0.7     	077   	1847   	1849      	-58.742748	-62.191519	-14.2   	-10.9     	236.03	525.95 	-12.6   	8.8          	085        	11804    	0.100680 
1708      	785.7  	-11.0 	76    	0.6     	084   	1821   	1824      	-58.742792	-62.191517	-14.1   	-10.8     	236.73	522.69 	-12.6   	8.7          	085        	11798    	0.100989 
1710      	788.3  	-10.9 	76    	0.6     	088   	1796   	1798      	-58.742836	-62.191515	-13.9   	-10.7     	237.41	519.40 	-12.6   	8.6          	085        	11792    	0.101293 
1712      	790.9  	-10.8 	76    	0.8     	092   	1771   	1773      	-58.742881	-62.191514	-13.8   	-10.6     	238.10	516.12 	-12.6   	8.5          	085        	11786    	0.101593 
1714      	793.5  	-10.7 	77    	1.0     	095   	1746   	1748      	-58.742925	-62.191512	-13.7   	-10.5     	238.79	512.85 	-12.6   	8.3          	085        	11780    	0.101832 
1716      	796.1  	-10.6 	77    	1.2     	096   	1720   	1722      	-58.742969	-62.191510	-13.5   	-10.4     	239.48	509.57 	-12.6   	8.2          	085        	11774    	0.102071 
1718      	798.7  	-10.5 	77    	1.4     	097   	1695   	1697      	-58.743014	-62.191508	-13.4   	-10.3     	240.16	506.30 	-12.6   	8.1          	085        	11768    	0.102310 
1720      	801.3  	-10.4 	77    	1.6     	098   	1670   	1672      	-58.743065	-62.191505	-13.3   	-10.2     	240.85	503.02 	-12.6   	8.0          	085        	11762    	0.102546 
1722      	804.0  	-10.2 	78    	1.8     	099   	1645   	1647      	-58.743128	-62.191498	-13.0   	-10.0     	241.46	499.70 	-12.5   	7.9          	085        	11755    	0.102752 
1724      	806.6  	-10.0 	78    	2.0     	100   	1620   	1622      	-58.743191	-62.191491	-12.8   	-9.8      	242.07	496.38 	-12.5   	7.7          	085        	11749    	0.102957 
1726      	809.2  	-9.8  	78    	2.2     	100   	1595   	1597      	-58.743254	-62.191484	-12.9   	-9.6      	242.68	493.06 	-12.5   	7.6          	085        	11742    	0.103089 
1728      	811.9  	-9.7  	78    	2.5     	101   	1570   	1572      	-58.743317	-62.191477	-12.8   	-9.4      	243.27	489.71 	-12.5   	7.5          	085        	11736    	0.102815 
1730      	814.5  	-9.5  	78    	2.7     	101   	1545   	1547      	-58.743380	-62.191470	-12.6   	-9.2      	243.87	486.38 	-12.5   	7.4          	085        	11729    	0.102542 
1732      	817.1  	-9.3  	77    	2.5     	101   	1520   	1522      	-58.743443	-62.191463	-12.5   	-9.0      	244.46	483.04 	-12.5   	7.3          	085        	11723    	0.102269 
1734      	819.8  	-9.1  	77    	2.3     	101   	1495   	1496      	-58.743506	-62.191457	-12.3   	-8.8      	245.06	479.71 	-12.5   	7.2          	085        	11716    	0.101996 
1736      	822.5  	-8.9  	77    	2.2     	102   	1470   	1471      	-58.743569	-62.191450	-12.2   	-8.6      	245.66	476.39 	-12.5   	7.0          	085        	11710    	0.101728 
1738      	825.1  	-8.7  	77    	2.0     	102   	1445   	1446      	-58.743632	-62.191443	-12.0   	-8.4      	246.27	473.06 	-12.5   	6.9          	085        	11704    	0.101459 
1740      	827.8  	-8.6  	77    	1.9     	102   	1420   	1421      	-58.743695	-62.191436	-11.9   	-8.3      	246.88	469.74 	-12.5   	6.8          	085        	11698    	0.101171 
1742      	830.5  	-8.4  	77    	1.7     	103   	1394   	1396      	-58.743758	-62.191429	-11.7   	-8.1      	247.48	466.40 	-12.5   	6.7          	084        	11692    	0.100775 
1744      	833.2  	-8.2  	76    	1.6     	103   	1369   	1371      	-58.743821	-62.191422	-11.6   	-7.9      	248.09	463.08 	-12.5   	6.6          	084        	11685    	0.100380 
1746      	835.9  	-8.0  	76    	1.4     	104   	1344   	1346      	-58.743884	-62.191415	-11.5   	-7.7      	248.69	459.76 	-12.5   	6.4          	084        	11679    	0.099986 
1748      	838.6  	-7.9  	76    	1.3     	105   	1319   	1321      	-58.743947	-62.191409	-11.3   	-7.6      	249.30	456.43 	-12.5   	6.3          	084        	11673    	0.099595 
1750      	841.2  	-7.8  	76    	1.1     	106   	1294   	1296      	-58.744008	-62.191402	-11.3   	-7.5      	250.01	453.21 	-12.5   	6.2          	084        	11668    	0.099241 
1752      	843.9  	-7.7  	75    	1.1     	102   	1270   	1271      	-58.744021	-62.191412	-11.3   	-7.4      	250.72	450.06 	-12.3   	6.1          	084        	11664    	0.098888 
