% Wager from Wagner at 238K
4503.04406	1.2821	3.01E-4
4495.3316	1.28177	3.01E-4
4487.60523	1.28146	2.99E-4
4479.90538	1.28113	2.96E-4
4472.19191	1.2808	2.96E-4
4464.46509	1.28046	3.01E-4
4456.76492	1.28012	3.11E-4
4449.05168	1.27977	3.27E-4
4441.32565	1.27943	3.47E-4
4433.6264	1.27909	3.69E-4
4425.89503	1.27874	3.91E-4
4418.19057	1.2784	4.11E-4
4410.47399	1.27806	4.28E-4
4402.76494	1.27771	4.41E-4
4395.04415	1.27736	4.51E-4
4387.33114	1.277	4.56E-4
4379.62598	1.27664	4.58E-4
4371.90961	1.27626	4.57E-4
4364.18228	1.27587	4.56E-4
4356.48223	1.27547	4.58E-4
4348.77147	1.27506	4.65E-4
4341.05027	1.27465	4.79E-4
4333.33767	1.27423	4.98E-4
4325.61499	1.2738	5.22E-4
4317.90115	1.27337	5.51E-4
4310.1962	1.27294	5.83E-4
4302.48167	1.27251	6.18E-4
4294.75782	1.27207	6.54E-4
4287.04327	1.27163	6.91E-4
4279.33807	1.27119	7.27E-4
4271.62403	1.27075	7.63E-4
4263.90138	1.27031	7.87E-4
4256.1885	1.26985	8.1E-4
4248.48541	1.26939	8.3E-4
4240.7742	1.26892	8.48E-4
4233.05508	1.26844	8.63E-4
4225.34616	1.26795	8.77E-4
4217.62969	1.26746	8.89E-4
4209.90591	1.26694	9E-4
4202.1927	1.26642	9.1E-4
4194.49012	1.26589	9.2E-4
4186.76313	1.26534	9.3E-4
4179.04709	1.26479	9.4E-4
4171.34205	1.26422	9.52E-4
4163.63069	1.26364	9.66E-4
4155.91324	1.26304	9.83E-4
4148.20714	1.26244	1E-3
4140.47814	1.26181	0.00102
4132.77789	1.26119	0.00104
4125.05517	1.26054	0.00107
4117.34431	1.25989	0.0011
4109.62845	1.25921	0.00113
4101.9078	1.25853	0.00117
4094.19934	1.25784	0.00121
4086.4864	1.25715	0.00126
4078.76919	1.25645	0.0013
4071.0645	1.25574	0.00134
4063.33933	1.25501	0.00137
4055.62698	1.25426	0.0014
4047.91108	1.25351	0.00142
4040.20815	1.25273	0.00144
4032.4857	1.25192	0.00146
4024.77652	1.25111	0.00148
4017.06449	1.25028	0.0015
4009.3498	1.24942	0.00151
4001.63267	1.24855	0.00152
3993.91328	1.24765	0.00152
3986.20772	1.24674	0.00151
3978.48436	1.24579	0.00149
3970.7751	1.24481	0.00146
3963.06424	1.24379	0.00143
3955.35199	1.24274	0.00139
3947.63852	1.24165	0.00135
3939.92404	1.24052	0.0013
3932.20872	1.23934	0.00125
3924.49276	1.23812	0.00119
3916.77634	1.23683	0.00113
3909.05964	1.2355	0.00108
3901.35806	1.23409	0.00103
3893.64129	1.23263	0.00101
3885.92479	1.23111	1E-3
3878.20873	1.22953	0.00102
3870.49329	1.2279	0.00105
3862.77865	1.22619	0.00111
3855.06498	1.22443	0.0012
3847.35244	1.2226	0.00132
3839.64122	1.22073	0.0015
3831.93149	1.21881	0.00171
3824.20877	1.21687	0.00197
3816.50256	1.21493	0.00222
3808.78382	1.21294	0.00245
3801.06734	1.21091	0.00264
3793.35329	1.20878	0.00276
3785.64182	1.20652	0.00284
3777.93309	1.2041	0.00289
3770.21305	1.20149	0.00294
3762.49619	1.19866	0.00301
3754.78265	1.19563	0.00315
3747.0726	1.1924	0.00336
3739.35219	1.18892	0.00368
3731.64961	1.18526	0.0041
3723.92323	1.1813	0.00466
3716.21496	1.17711	0.00539
3708.49728	1.1726	0.00635
3700.7842	1.16784	0.00763
3693.07585	1.16285	0.00928
3685.35881	1.15767	0.01136
3677.64689	1.15242	0.01388
3669.92678	1.14712	0.01686
3662.2122	1.14188	0.02024
3654.50326	1.13677	0.02399
3646.78682	1.1317	0.02803
3639.0764	1.12675	0.03232
3631.35896	1.12172	0.03684
3623.64793	1.11674	0.04163
3615.93034	1.11156	0.04673
3608.21952	1.10639	0.05222
3600.50263	1.101	0.05819
3592.79286	1.09576	0.0647
3585.07747	1.09035	0.07179
3577.36956	1.08531	0.07953
3569.64375	1.07993	0.08792
3561.93855	1.07539	0.09701
3554.21601	1.07061	0.10682
3546.50173	1.06647	0.11736
3538.79582	1.06299	0.12864
3531.08591	1.06019	0.14063
3523.35988	1.05737	0.15331
3515.65521	1.05648	0.16662
3507.93495	1.05562	0.18047
3500.22401	1.05641	0.19476
3492.51031	1.05813	0.20936
3484.7941	1.06078	0.22414
3477.08773	1.06541	0.23896
3469.36722	1.07018	0.25367
3461.65696	1.07698	0.26812
3453.9451	1.08463	0.28217
3446.23189	1.09334	0.29572
3438.51759	1.10298	0.30871
3430.80243	1.11351	0.32109
3423.08667	1.12485	0.33284
3415.37053	1.13702	0.3439
3407.65427	1.14997	0.3542
3399.93812	1.16335	0.36365
3392.23382	1.17857	0.37217
3384.51854	1.19324	0.37969
3376.80406	1.20866	0.38615
3369.09062	1.22477	0.39153
3361.36714	1.23989	0.39586
3353.65649	1.25639	0.39914
3345.94756	1.27299	0.40142
3338.2294	1.28866	0.40273
3330.5135	1.30465	0.40311
3322.80006	1.32049	0.40262
3315.08929	1.33667	0.40128
3307.37048	1.35142	0.39912
3299.66574	1.368	0.39612
3291.94264	1.38195	0.39226
3284.23403	1.39757	0.38755
3276.5185	1.41163	0.38199
3268.80708	1.42602	0.37563
3261.08933	1.43909	0.36857
3253.37619	1.45237	0.36085
3245.65731	1.46444	0.3525
3237.94352	1.47641	0.34349
3230.235	1.48809	0.33378
3222.52156	1.49874	0.32339
3214.80353	1.50813	0.31243
3207.09152	1.51721	0.3011
3199.37548	1.52483	0.28959
3191.66592	1.5323	0.27797
3183.95288	1.53876	0.26625
3176.23667	1.54455	0.25444
3168.51761	1.54951	0.24255
3160.80601	1.55438	0.2306
3153.09208	1.55858	0.2185
3145.37614	1.56211	0.20609
3137.66834	1.56552	0.19321
3129.94923	1.56722	0.17986
3122.23877	1.56817	0.16628
3114.5274	1.56752	0.15285
3106.81542	1.56568	0.13993
3099.09352	1.56235	0.12778
3091.38123	1.55854	0.11652
3083.6692	1.55398	0.1062
3075.9577	1.54903	0.09685
3068.2376	1.54354	0.08846
3060.52806	1.53831	0.08097
3052.81057	1.53293	0.07424
3045.09481	1.52777	0.06808
3037.38105	1.5227	0.06239
3029.66955	1.5177	0.0571
3021.96059	1.51275	0.05223
3014.24532	1.50776	0.04779
3006.5332	1.50294	0.04376
2998.81547	1.49817	0.0401
2991.10147	1.49362	0.03676
2983.38256	1.48913	0.03368
2975.67682	1.48489	0.03084
2967.95793	1.48064	0.02824
2960.24392	1.47657	0.02585
2952.53505	1.47265	0.02367
2944.81418	1.46879	0.02166
2937.09909	1.46509	0.01981
2929.38998	1.46151	0.01809
2921.67856	1.45801	0.01651
2913.96518	1.45461	0.01506
2906.25018	1.45129	0.01374
2898.53392	1.44806	0.01255
2890.81674	1.44494	0.01148
2883.1073	1.44196	0.01051
2875.38926	1.43904	0.00962
2867.67953	1.43624	0.00882
2859.96196	1.43353	0.00808
2852.24514	1.43089	0.00741
2844.53749	1.42836	0.0068
2836.8231	1.42588	0.00624
2829.11041	1.42349	0.00574
2821.39179	1.42115	0.00528
2813.67559	1.41888	0.00488
2805.96211	1.41668	0.00454
2798.25165	1.41456	0.00425
2790.53673	1.41252	0.004
2782.82551	1.41056	0.00377
2775.11059	1.40865	0.00357
2767.39237	1.40681	0.00339
2759.67888	1.40502	0.00322
2751.97041	1.4033	0.00307
2744.25216	1.40161	0.00293
2736.53965	1.39996	0.00281
2728.82568	1.39837	0.00271
2721.11065	1.39681	0.00261
2713.39495	1.39529	0.00253
2705.68627	1.39382	0.00245
2697.97032	1.39236	0.00239
2690.25482	1.39094	0.00233
2682.54015	1.38954	0.00228
2674.82667	1.38816	0.00225
2667.11474	1.38681	0.00224
2659.39765	1.38549	0.00224
2651.68289	1.38419	0.00226
2643.97082	1.38293	0.00229
2636.25483	1.38168	0.00233
2628.54229	1.38047	0.00239
2620.82666	1.37927	0.00245
2613.11523	1.37809	0.00253
2605.40152	1.37693	0.00262
2597.68598	1.37579	0.00274
2589.97576	1.37468	0.00287
2582.25782	1.37359	0.00302
2574.54598	1.37254	0.00319
2566.83394	1.37152	0.00335
2559.11557	1.37052	0.00353
2551.40442	1.36955	0.0037
2543.68784	1.36859	0.00389
2535.97277	1.36767	0.00407
2528.25962	1.36674	0.00427
2520.54877	1.36586	0.00448
2512.8343	1.36498	0.00468
2505.1167	1.36413	0.0049
2497.4027	1.36329	0.00511
2489.69267	1.36248	0.00534
2481.97466	1.36168	0.00557
2474.26149	1.36091	0.00581
2466.54745	1.36017	0.00604
2458.83299	1.35944	0.00626
2451.12458	1.35873	0.00648
2443.41061	1.35803	0.00669
2435.69165	1.35732	0.00689
2427.98004	1.35662	0.0071
2420.26439	1.35592	0.00732
2412.55106	1.35523	0.00754
2404.84046	1.35455	0.00778
2397.12154	1.35387	0.00803
2389.41204	1.35322	0.00829
2381.69524	1.3526	0.00855
2373.98305	1.35198	0.00879
2366.27024	1.35137	0.00902
2358.55175	1.35072	0.00924
2350.83925	1.35007	0.00948
2343.12761	1.34938	0.00975
2335.41185	1.34869	0.01009
2327.69798	1.34803	0.01047
2319.98645	1.34741	0.0109
2312.27239	1.34684	0.01136
2304.55634	1.34632	0.01182
2296.84414	1.34585	0.01228
2289.12574	1.3454	0.01274
2281.41219	1.34497	0.01319
2273.69876	1.34457	0.01366
2265.98596	1.34419	0.01415
2258.27432	1.34386	0.01466
2250.55926	1.34357	0.01518
2242.84644	1.34335	0.01571
2235.13135	1.34318	0.01623
2227.41457	1.34307	0.01675
2219.70163	1.34304	0.01724
2211.98809	1.34307	0.0177
2204.27453	1.34315	0.01812
2196.5615	1.34332	0.01849
2188.84477	1.34351	0.0188
2181.1345	1.34382	0.01903
2173.41694	1.34411	0.01916
2165.70221	1.34447	0.01919
2157.99082	1.34484	0.01909
2150.27405	1.34516	0.01887
2142.56178	1.34546	0.01852
2134.84993	1.34567	0.01807
2127.13458	1.34578	0.01754
2119.42089	1.3458	0.01696
2111.70497	1.34571	0.01634
2103.9919	1.34553	0.0157
2096.27785	1.34526	0.01506
2088.56344	1.34491	0.01443
2080.84932	1.34448	0.0138
2073.1361	1.34398	0.0132
2065.42438	1.34344	0.01261
2057.70632	1.3428	0.01204
2049.99529	1.34213	0.01151
2042.27927	1.34139	0.011
2034.5673	1.3406	0.01053
2026.85173	1.33976	0.01011
2019.13738	1.33889	0.00973
2011.42489	1.338	0.00939
2003.71087	1.33707	0.00909
1995.99603	1.33614	0.00883
1988.28107	1.33517	0.00859
1980.56668	1.33418	0.00839
1972.85354	1.33317	0.00822
1965.14231	1.33215	0.00808
1957.42598	1.33109	0.00797
1949.713	1.33003	0.00789
1942.00022	1.32894	0.00784
1934.28461	1.32783	0.00781
1926.57068	1.3267	0.00782
1918.85544	1.32555	0.00785
1911.1433	1.32437	0.00791
1903.42769	1.32317	0.008
1895.71303	1.32193	0.00812
1888.00006	1.32068	0.00827
1880.28595	1.3194	0.00845
1872.57151	1.31809	0.00865
1864.85751	1.31674	0.00887
1857.14471	1.31535	0.00912
1849.43047	1.31388	0.00938
1841.71559	1.31235	0.00969
1834.00427	1.31075	0.01003
1826.28721	1.30903	0.01042
1818.57529	1.30722	0.01088
1810.85936	1.30528	0.01143
